90,16,2012/02/22 12:00:17 JST,Z001,休憩
91,16,2012/02/22 12:37:44 JST,E002,リリース作業
92,16,2012/02/22 18:00:02 JST,A001,チームミーティング
93,16,2012/02/22 18:42:10 JST,A003,進捗報告会
94,17,2012/02/23 09:33:11 JST,A001,チームミーティング
95,17,2012/02/23 10:07:00 JST,B012,テスト
96,17,2012/02/23 12:07:01 JST,Z001,休憩
97,17,2012/02/23 13:01:00 JST,F001,稼動後フォロー
98,17,2012/02/23 15:22:02 JST,C001,レビュー
99,17,2012/02/23 16:21:10 JST,B011,コーディング
100,18,2012/02/24 10:11:37 JST,A001,チームミーティング
101,18,2012/02/24 10:44:10 JST,A003,進捗報告会
102,18,2012/02/24 11:42:07 JST,B011,コーディング
103,18,2012/02/24 14:02:10 JST,Z001,休憩
104,18,2012/02/24 15:00:02 JST,B012,テスト
105,18,2012/02/24 19:07:10 JST,Z002,事務作業
106,19,2012/02/27 08:45:11 JST,G001,問い合せ対応
107,19,2012/02/27 10:11:24 JST,B003,詳細設計
108,19,2012/02/27 12:00:10 JST,Z001,休憩
109,19,2012/02/27 13:01:11 JST,G001,問い合せ対応
110,19,2012/02/27 14:14:17 JST,B003,詳細設計
111,20,2012/02/28 09:22:10 JST,A001,チームミーティング
112,20,2012/02/28 10:07:11 JST,A003,進捗報告会
113,20,2012/02/28 11:10:12 JST,B011,コーディング
114,20,2012/02/28 12:47:10 JST,Z001,休憩
115,20,2012/02/28 14:00:01 JST,C001,レビュー
116,20,2012/02/28 15:07:11 JST,B012,テスト
117,20,2012/02/28 19:27:57 JST,Z002,事務作業
118,21,2012/02/29 09:02:34 JST,B012,テスト
119,21,2012/02/29 11:57:20 JST,Z001,休憩
120,21,2012/02/29 12:49:40 JST,Z002,事務作業
121,21,2012/02/29 14:20:13 JST,A002,顧客打ち合わせ
122,21,2012/02/29 16:50:27 JST,B003,詳細設計
123,21,2012/02/29 18:42:22 JST,B011,コーディング
124,22,2012/03/01 10:00:42 JST,B011,コーディング
125,22,2012/03/01 12:02:41 JST,Z001,休憩
126,22,2012/03/01 13:00:10 JST,B011,コーディング
127,22,2012/03/01 18:02:01 JST,B012,テスト
128,23,2012/03/02 08:59:22 JST,B012,テスト
129,23,2012/03/02 12:00:20 JST,Z001,休憩
130,23,2012/03/02 13:02:02 JST,C001,レビュー
131,23,2012/03/02 13:48:20 JST,E001,本番準備
132,23,2012/03/02 17:02:44 JST,Z002,事務作業
133,23,2012/03/02 17:40:22 JST,G001,問い合せ対応
